,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,recent_px,intrinsic_value,option_px,extrinsic_value,yield
114,TQQQ210618C00103000,2021-06-15 16:26:26,103.0,8.36,7.85,8.05,-1.0500002,-11.158344,673.0,1579,0.7070341796875,True,REGULAR,USD,110.1709976196289,7.170997619628906,7.95,0.7790023803710939,0.007070848019917548
115,TQQQ210618C00104000,2021-06-15 17:28:09,104.0,6.9,6.95,7.1,-1.5999999,-18.823528,71.0,769,0.6655306884765627,True,REGULAR,USD,110.1709976196289,6.170997619628906,7.025,0.8540023803710941,0.007751607944221234
116,TQQQ210618C00105000,2021-06-15 17:56:18,105.0,6.22,6.1,6.25,-1.3200002,-17.506634,1111.0,6124,0.641605146484375,True,REGULAR,USD,110.1709976196289,5.170997619628906,6.175,1.0040023803710936,0.009113127792828598
117,TQQQ210618C00106000,2021-06-15 17:48:09,106.0,5.31,5.25,5.45,-1.21,-18.558283,107.0,1674,0.6162147753906251,True,REGULAR,USD,110.1709976196289,4.170997619628906,5.35,1.1790023803710934,0.010701567616203861
118,TQQQ210618C00107000,2021-06-15 17:48:24,107.0,4.55,4.5,4.65,-1.1999998,-20.869562,63.0,1082,0.5952188916015625,True,REGULAR,USD,110.1709976196289,3.1709976196289062,4.575,1.404002380371094,0.01274384738911492
119,TQQQ210618C00107500,2021-06-15 17:38:15,107.5,4.21,4.1,4.3,-1.19,-22.037039,99.0,1016,0.5839885351562499,True,REGULAR,USD,110.1709976196289,2.6709976196289062,4.199999999999999,1.529002380371093,0.013878447262954386
120,TQQQ210618C00108000,2021-06-15 17:52:59,108.0,3.89,3.75,3.95,-0.9799998,-20.1232,229.0,2115,0.5756878369140624,True,REGULAR,USD,110.1709976196289,2.1709976196289062,3.85,1.6790023803710938,0.015239967111561763
121,TQQQ210618C00109000,2021-06-15 17:54:36,109.0,3.2,3.1,3.25,-1.1000001,-25.581398,413.0,2013,0.5566450585937501,True,REGULAR,USD,110.1709976196289,1.1709976196289062,3.175,2.0040023803710936,0.018189926783544395
122,TQQQ210618C00110000,2021-06-15 17:56:08,110.0,2.55,2.52,2.62,-1.0,-28.169016,1520.0,8256,0.5400436621093752,True,REGULAR,USD,110.1709976196289,0.17099761962890625,2.5700000000000003,2.399002380371094,0.021775262384877137
123,TQQQ210618C00111000,2021-06-15 17:43:53,111.0,2.06,2.0,2.1,-0.72,-25.89928,661.0,2056,0.5288133056640626,False,REGULAR,USD,110.1709976196289,0.0,2.05,2.05,0.01860743793096738
124,TQQQ210618C00112000,2021-06-15 17:58:06,112.0,1.6,1.59,1.62,-0.64,-28.571426,1174.0,3201,0.5195360546875,False,REGULAR,USD,110.1709976196289,0.0,1.605,1.605,0.014568262380098852
125,TQQQ210618C00112500,2021-06-15 17:56:21,112.5,1.44,1.36,1.46,-0.56999993,-28.358206,553.0,1568,0.51562984375,False,REGULAR,USD,110.1709976196289,0.0,1.4100000000000001,1.4100000000000001,0.012798286576909273
126,TQQQ210618C00113000,2021-06-15 17:39:46,113.0,1.22,1.16,1.28,-0.39,-24.223602,518.0,2016,0.508793974609375,False,REGULAR,USD,110.1709976196289,0.0,1.22,1.22,0.011073694768673271
127,TQQQ210618C00114000,2021-06-15 17:49:09,114.0,0.95,0.92,0.97,-0.32,-25.19685,232.0,1716,0.5097705273437501,False,REGULAR,USD,110.1709976196289,0.0,0.9450000000000001,0.9450000000000001,0.008577575046226428
128,TQQQ210618C00115000,2021-06-15 17:45:56,115.0,0.69,0.67,0.75,-0.31,-31.0,2253.0,7200,0.507817421875,False,REGULAR,USD,110.1709976196289,0.0,0.71,0.71,0.006444527283408215
129,TQQQ210618C00116000,2021-06-15 17:54:52,116.0,0.54,0.52,0.56,-0.20999998,-27.999998,319.0,911,0.5112353564453125,False,REGULAR,USD,110.1709976196289,0.0,0.54,0.54,0.00490147145498653
130,TQQQ210618C00117000,2021-06-15 16:57:47,117.0,0.4,0.41,0.44,-0.12999997,-24.528296,241.0,653,0.5219774365234374,False,REGULAR,USD,110.1709976196289,0.0,0.425,0.425,0.003857639571054213
131,TQQQ210618C00117500,2021-06-15 15:37:37,117.5,0.37,0.35,0.39,-0.06999999,-15.909089,71.0,1327,0.524418818359375,False,REGULAR,USD,110.1709976196289,0.0,0.37,0.37,0.0033584156265648443
132,TQQQ210618C00118000,2021-06-15 17:31:10,118.0,0.31,0.3,0.34,-0.09,-22.5,98.0,2902,0.526371923828125,False,REGULAR,USD,110.1709976196289,0.0,0.32,0.32,0.0029045756770290547
133,TQQQ210618C00119000,2021-06-15 16:50:52,119.0,0.26,0.23,0.26,-0.04000002,-13.33334,154.0,579,0.53320779296875,False,REGULAR,USD,110.1709976196289,0.0,0.245,0.245,0.00222381575272537
134,TQQQ210618C00120000,2021-06-15 17:34:57,120.0,0.19,0.18,0.21,-0.049999997,-20.833332,476.0,10068,0.5459029785156251,False,REGULAR,USD,110.1709976196289,0.0,0.195,0.195,0.0017699758031895802
135,TQQQ210618C00121000,2021-06-15 16:54:38,121.0,0.15,0.15,0.16,0.0,0.0,107.0,341,0.5585981640625001,False,REGULAR,USD,110.1709976196289,0.0,0.155,0.155,0.0014069038435609482
136,TQQQ210618C00122500,2021-06-15 16:58:40,122.5,0.12,0.1,0.13,-0.009999998,-7.6923065,196.0,1039,0.5800823242187501,False,REGULAR,USD,110.1709976196289,0.0,0.115,0.115,0.0010438318839323165
137,TQQQ210618C00124000,2021-06-15 16:54:38,124.0,0.09,0.08,0.1,0.0,0.0,11.0,161,0.6054726953125001,False,REGULAR,USD,110.1709976196289,0.0,0.09,0.09,0.0008169119091644216
138,TQQQ210618C00125000,2021-06-15 17:53:40,125.0,0.07,0.06,0.08,0.010000002,16.66667,39.0,1441,0.6132851171875001,False,REGULAR,USD,110.1709976196289,0.0,0.07,0.07,0.0006353759293501057
139,TQQQ210618C00126000,2021-06-15 14:02:32,126.0,0.07,0.05,0.08,0.04,133.33334,20.0,3,0.6367223828125,False,REGULAR,USD,110.1709976196289,0.0,0.065,0.065,0.0005899919343965267
140,TQQQ210618C00127500,2021-06-15 16:51:48,127.5,0.04,0.03,0.05,0.01,33.333336,81.0,989,0.6367223828125,False,REGULAR,USD,110.1709976196289,0.0,0.04,0.04,0.00036307195962863184
141,TQQQ210618C00129000,2021-06-15 13:30:00,129.0,0.04,0.03,0.05,0.02,100.0,25.0,350,0.6796907031250001,False,REGULAR,USD,110.1709976196289,0.0,0.04,0.04,0.00036307195962863184
142,TQQQ210618C00130000,2021-06-15 14:16:49,130.0,0.03,0.03,0.05,-0.01,-25.0,316.0,1731,0.710940390625,False,REGULAR,USD,110.1709976196289,0.0,0.04,0.04,0.00036307195962863184
143,TQQQ210618C00132500,2021-06-15 15:11:21,132.5,0.02,0.02,0.03,0.0,0.0,172.0,1946,0.73437765625,False,REGULAR,USD,110.1709976196289,0.0,0.025,0.025,0.00022691997476789491
144,TQQQ210618C00135000,2021-06-15 16:29:18,135.0,0.02,0.01,0.03,0.0,0.0,4.0,1471,0.7812521875,False,REGULAR,USD,110.1709976196289,0.0,0.02,0.02,0.00018153597981431592
145,TQQQ210618C00137500,2021-06-09 18:18:26,137.5,0.01,0.0,0.04,0.0,0.0,1.0,1682,0.8359391406249999,False,REGULAR,USD,110.1709976196289,0.0,0.02,0.02,0.00018153597981431592
146,TQQQ210618C00140000,2021-06-10 15:40:30,140.0,0.02,0.01,0.04,0.0,0.0,5.0,1518,0.92187578125,False,REGULAR,USD,110.1709976196289,0.0,0.025,0.025,0.00022691997476789491
147,TQQQ210618C00141000,2020-12-28 18:27:27,141.0,57.75,0.0,0.0,0.0,0.0,2.0,39,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
148,TQQQ210618C00142000,2021-01-13 20:12:14,142.0,61.65,0.0,0.0,0.0,0.0,1.0,53,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
149,TQQQ210618C00143000,2021-01-11 19:18:09,143.0,60.35,0.0,0.0,0.0,0.0,1.0,18,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
150,TQQQ210618C00144000,2020-12-18 16:42:25,144.0,52.45,54.4,55.4,0.0,0.0,1.0,7,14.695801596374512,False,REGULAR,USD,110.1709976196289,0.0,54.9,54.9,0.49831626459029715
151,TQQQ210618C00145000,2021-06-11 15:51:14,145.0,0.02,0.0,0.04,0.0,0.0,50.0,781,1.015629921875,False,REGULAR,USD,110.1709976196289,0.0,0.02,0.02,0.00018153597981431592
152,TQQQ210618C00146000,2021-01-20 18:01:52,146.0,68.15,0.0,0.0,0.0,0.0,1.0,7,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
153,TQQQ210618C00147000,2021-01-04 15:04:41,147.0,55.55,0.0,0.0,0.0,0.0,1.0,20,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
154,TQQQ210618C00148000,2021-01-04 15:04:43,148.0,54.85,0.0,0.0,0.0,0.0,1.0,204,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
155,TQQQ210618C00149000,2021-01-19 16:05:50,149.0,53.0,0.0,0.0,0.0,0.0,3.0,4,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
156,TQQQ210618C00150000,2021-06-10 18:05:30,150.0,0.02,0.0,0.01,0.0,0.0,2.0,1001,0.9687503125,False,REGULAR,USD,110.1709976196289,0.0,0.005,0.005,4.538399495357898e-05
157,TQQQ210618C00151000,2021-01-19 15:24:53,151.0,51.7,0.0,0.0,0.0,0.0,1.0,12,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
158,TQQQ210618C00152000,2021-01-08 20:40:32,152.0,58.09,0.0,0.0,0.0,0.0,2.0,34,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
159,TQQQ210618C00153000,2021-01-11 14:47:34,153.0,53.0,0.0,0.0,0.0,0.0,2.0,26,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
160,TQQQ210618C00154000,2021-01-04 19:56:02,154.0,44.65,0.0,0.0,0.0,0.0,10.0,5,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
161,TQQQ210618C00155000,2021-06-14 13:30:02,155.0,0.01,0.0,0.01,0.0,0.0,1.0,259,1.0625046875000002,False,REGULAR,USD,110.1709976196289,0.0,0.005,0.005,4.538399495357898e-05
162,TQQQ210618C00156000,2021-01-04 19:56:03,156.0,43.6,0.0,0.0,0.0,0.0,1.0,3,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
163,TQQQ210618C00157000,2021-01-07 14:39:47,157.0,45.5,0.0,0.0,0.0,0.0,,12,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
164,TQQQ210618C00158000,2021-01-20 14:38:16,158.0,56.8,0.0,0.0,0.0,0.0,31.0,53,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
165,TQQQ210618C00159000,2020-12-18 23:10:44,159.0,35.0,44.85,46.1,0.0,0.0,,1,13.005372965393068,False,REGULAR,USD,110.1709976196289,0.0,45.475,45.475,0.4127674341028008
166,TQQQ210618C00160000,2021-06-04 15:57:13,160.0,0.02,0.0,0.01,0.0,0.0,3.0,491,1.15625421875,False,REGULAR,USD,110.1709976196289,0.0,0.005,0.005,4.538399495357898e-05
167,TQQQ210618C00161000,2020-12-28 15:05:37,161.0,44.0,0.0,0.0,0.0,0.0,1.0,3,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
168,TQQQ210618C00162000,2021-01-12 16:19:58,162.0,47.3,0.0,0.0,0.0,0.0,10.0,9,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
169,TQQQ210618C00163000,2021-01-11 18:15:01,163.0,49.4,0.0,0.0,0.0,0.0,5.0,8,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
170,TQQQ210618C00164000,2021-01-11 16:20:50,164.0,47.3,0.0,0.0,0.0,0.0,4.0,29,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
171,TQQQ210618C00165000,2021-06-14 16:32:35,165.0,0.01,0.0,0.01,0.0,0.0,2.0,998,1.2500037499999999,False,REGULAR,USD,110.1709976196289,0.0,0.005,0.005,4.538399495357898e-05
172,TQQQ210618C00166000,2020-12-30 20:39:19,166.0,42.99,0.0,0.0,0.0,0.0,1.0,7,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
173,TQQQ210618C00167000,2021-01-20 16:26:35,167.0,53.25,0.0,0.0,0.0,0.0,2.0,11,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
174,TQQQ210618C00168000,2021-01-20 18:39:10,168.0,53.45,0.0,0.0,0.0,0.0,2.0,34,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
175,TQQQ210618C00169000,2021-01-20 19:51:13,169.0,53.65,0.0,0.0,0.0,0.0,2.0,34,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
176,TQQQ210618C00170000,2021-01-20 18:04:01,170.0,52.1,0.0,0.0,0.0,0.0,19.0,295,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
177,TQQQ210618C00175000,2021-01-20 20:33:47,175.0,50.5,0.0,0.0,0.0,0.0,32.0,966,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
178,TQQQ210618C00180000,2021-01-20 19:47:59,180.0,47.05,0.0,0.0,0.0,0.0,28.0,397,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
179,TQQQ210618C00185000,2021-01-20 19:52:47,185.0,44.12,0.0,0.0,0.0,0.0,46.0,296,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
180,TQQQ210618C00190000,2021-01-20 20:38:57,190.0,41.35,0.0,0.0,0.0,0.0,18.0,388,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
181,TQQQ210618C00195000,2021-01-20 20:56:30,195.0,38.5,0.0,0.0,0.0,0.0,48.0,244,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
182,TQQQ210618C00200000,2021-01-20 20:11:04,200.0,36.27,0.0,0.0,0.0,0.0,156.0,607,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
183,TQQQ210618C00205000,2021-01-20 20:33:21,205.0,34.0,0.0,0.0,0.0,0.0,23.0,93,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
184,TQQQ210618C00210000,2021-01-20 17:30:01,210.0,30.08,0.0,0.0,0.0,0.0,7.0,57,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
185,TQQQ210618C00215000,2021-01-20 19:24:18,215.0,28.3,0.0,0.0,0.0,0.0,23.0,251,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
186,TQQQ210618C00220000,2021-01-20 19:15:05,220.0,26.1,0.0,0.0,0.0,0.0,19.0,114,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
187,TQQQ210618C00225000,2021-01-20 18:59:26,225.0,24.27,0.0,0.0,0.0,0.0,30.0,496,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
188,TQQQ210618C00230000,2021-01-20 19:26:24,230.0,22.46,0.0,0.0,0.0,0.0,21.0,171,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
189,TQQQ210618C00235000,2021-01-20 20:47:57,235.0,21.8,0.0,0.0,0.0,0.0,41.0,124,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
190,TQQQ210618C00240000,2021-01-20 16:24:01,240.0,18.78,0.0,0.0,0.0,0.0,14.0,34,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
191,TQQQ210618C00245000,2021-01-20 19:58:57,245.0,18.1,0.0,0.0,0.0,0.0,18.0,47,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
192,TQQQ210618C00250000,2021-01-20 20:46:56,250.0,17.2,0.0,0.0,0.0,0.0,60.0,223,1.000005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
193,TQQQ210618C00255000,2021-01-20 20:04:19,255.0,15.3,0.0,0.0,0.0,0.0,59.0,421,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
194,TQQQ210618C00260000,2021-01-20 20:22:26,260.0,14.25,0.0,0.0,0.0,0.0,3.0,50,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
195,TQQQ210618C00265000,2021-01-20 20:49:17,265.0,13.35,0.0,0.0,0.0,0.0,4.0,63,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
196,TQQQ210618C00270000,2021-01-20 20:10:45,270.0,12.0,0.0,0.0,0.0,0.0,128.0,253,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
197,TQQQ210618C00275000,2021-01-20 20:09:32,275.0,11.1,0.0,0.0,0.0,0.0,20.0,16,0.500005,False,REGULAR,USD,110.1709976196289,0.0,0.0,0.0,0.0
