,strike,delta_calc,yield,converted_expiration,weekly_yield,jjj
854,190.0,4.574561761845237e-07,0.0,2022-06-17,0.0,0.0
855,195.0,0.002183333852004438,0.0,2022-06-17,0.0,0.0
856,200.0,0.0005600558471321246,0.0,2022-06-17,0.0,0.0
857,205.0,0.00012784222205974519,0.0,2022-06-17,0.0,0.0
858,210.0,2.6169919449345975e-05,0.0,2022-06-17,0.0,0.0
859,215.0,4.839745226264856e-06,0.0,2022-06-17,0.0,0.0
860,220.0,8.142715594235006e-07,0.0,2022-06-17,0.0,0.0
861,225.0,1.254570016452476e-07,0.0,2022-06-17,0.0,0.0
862,230.0,0.0033708111139512356,0.0,2022-06-17,0.0,0.0
863,235.0,0.001971492241970407,0.0,2022-06-17,0.0,0.0
864,240.0,0.0011351707425121382,0.0,2022-06-17,0.0,0.0
865,245.0,0.000644147804758698,0.0,2022-06-17,0.0,0.0
866,250.0,0.00036057348007162725,0.0,2022-06-17,0.0,0.0
867,255.0,0.00019929006961084215,0.0,2022-06-17,0.0,0.0
868,260.0,0.00010885193795766723,0.0,2022-06-17,0.0,0.0
869,265.0,5.8802650742229624e-05,0.0,2022-06-17,0.0,0.0
870,270.0,3.1441076899144305e-05,0.0,2022-06-17,0.0,0.0
871,27.5,1.0,0.0,2023-01-20,0.0,0.0
872,30.0,1.0,0.0,2023-01-20,0.0,0.0
873,32.5,1.0,0.0,2023-01-20,0.0,0.0
874,35.0,1.0,0.0,2023-01-20,0.0,0.0
875,37.5,1.0,0.0,2023-01-20,0.0,0.0
876,40.0,1.0,0.0,2023-01-20,0.0,0.0
877,42.5,1.0,0.0,2023-01-20,0.0,0.0
878,45.0,1.0,0.0,2023-01-20,0.0,0.0
879,47.5,1.0,0.0,2023-01-20,0.0,0.0
880,50.0,1.0,0.0,2023-01-20,0.0,0.0
881,52.5,1.0,0.0,2023-01-20,0.0,0.0
882,55.0,1.0,0.0,2023-01-20,0.0,0.0
883,57.5,1.0,0.0,2023-01-20,0.0,0.0
884,59.0,1.0,0.0,2023-01-20,0.0,0.0
885,59.5,1.0,0.0,2023-01-20,0.0,0.0
886,60.0,1.0,0.0,2023-01-20,0.0,0.0
887,60.5,1.0,0.0,2023-01-20,0.0,0.0
888,61.0,1.0,0.0,2023-01-20,0.0,0.0
889,61.5,1.0,0.0,2023-01-20,0.0,0.0
890,62.0,1.0,0.0,2023-01-20,0.0,0.0
891,62.5,1.0,0.0,2023-01-20,0.0,0.0
892,63.0,1.0,0.0,2023-01-20,0.0,0.0
893,63.5,0.9191471268912743,0.03476820030220037,2023-01-20,0.0005878681210516971,0.0005403372944556392
894,64.0,1.0,0.0,2023-01-20,0.0,0.0
895,64.5,1.0,0.0,2023-01-20,0.0,0.0
896,65.0,1.0,0.0,2023-01-20,0.0,0.0
897,65.5,1.0,0.0,2023-01-20,0.0,0.0
898,66.0,1.0,0.0,2023-01-20,0.0,0.0
899,66.5,1.0,0.0,2023-01-20,0.0,0.0
900,67.0,0.9120516154113594,0.03936717008132126,2023-01-20,0.0006656284796358668,0.0006070875301156994
901,67.5,1.0,0.0,2023-01-20,0.0,0.0
902,68.0,1.0,0.0,2023-01-20,0.0,0.0
903,68.5,1.0,0.0,2023-01-20,0.0,0.0
904,69.0,1.0,0.0,2023-01-20,0.0,0.0
905,69.5,1.0,0.0,2023-01-20,0.0,0.0
906,70.0,1.0,0.0,2023-01-20,0.0,0.0
907,70.5,1.0,0.0,2023-01-20,0.0,0.0
908,71.0,0.9032630685122172,0.047032119713189414,2023-01-20,0.0007952290772761495,0.0007183010565105939
909,71.5,1.0,0.0,2023-01-20,0.0,0.0
910,72.0,1.0,0.0,2023-01-20,0.0,0.0
911,72.5,1.0,0.0,2023-01-20,0.0,0.0
912,73.0,1.0,0.0,2023-01-20,0.0,0.0
913,75.0,1.0,0.0,2023-01-20,0.0,0.0
914,77.5,1.0,0.0,2023-01-20,0.0,0.0
915,80.0,1.0,0.0,2023-01-20,0.0,0.0
916,82.5,1.0,0.0,2023-01-20,0.0,0.0
917,85.0,1.0,0.0,2023-01-20,0.0,0.0
918,87.5,1.0,0.0,2023-01-20,0.0,0.0
919,90.0,1.0,0.0,2023-01-20,0.0,0.0
920,92.5,0.8566759515336411,0.08688985779890379,2023-01-20,0.0014691521850056196,0.001258587346037417
921,95.0,1.0,0.0,2023-01-20,0.0,0.0
922,97.5,1.0,0.0,2023-01-20,0.0,0.0
923,100.0,1.0,0.0,2023-01-20,0.0,0.0
924,102.5,1.0,0.0,2023-01-20,0.0,0.0
925,105.0,1.0,0.0,2023-01-20,0.0,0.0
926,107.5,1.0,0.0,2023-01-20,0.0,0.0
927,110.0,1.0,0.0,2023-01-20,0.0,0.0
928,112.5,1.0,0.0,2023-01-20,0.0,0.0
929,115.0,1.0,0.0,2023-01-20,0.0,0.0
930,117.5,1.0,0.0,2023-01-20,0.0,0.0
931,118.0,0.8319934528267235,0.23911575748780528,2023-01-20,0.004043020054141635,0.003363766214692986
932,119.0,1.0,0.0,2023-01-20,0.0,0.0
933,120.0,1.0,0.0,2023-01-20,0.0,0.0
934,121.0,0.8035355618843203,0.19205296674813485,2023-01-20,0.0032472723846302992,0.002609298840175344
935,122.0,0.8995813954243788,0.413416712116487,2023-01-20,0.006990137644481664,0.006288197776431295
936,122.5,1.0,0.0,2023-01-20,0.0,0.0
937,123.0,0.7995453688901271,0.1981849264536294,2023-01-20,0.0033509528627425258,0.0026792388427749002
938,124.0,0.8768564711262367,0.3758584589203331,2023-01-20,0.006355094716044279,0.005572505926383579
939,125.0,1.0,0.0,2023-01-20,0.0,0.0
940,126.0,0.8942388179403259,0.42568063152747604,2023-01-20,0.007197498600706116,0.006436282640822587
941,127.0,1.0,0.0,2023-01-20,0.0,0.0
942,127.5,1.0,0.0,2023-01-20,0.0,0.0
943,128.0,0.8020711305724462,0.24248833532582725,2023-01-20,0.004100044317103359,0.0032885271808162243
944,129.0,0.8894498004685265,0.43334558115934424,2023-01-20,0.0073270991983464,0.0065170869199823065
945,130.0,1.0,0.0,2023-01-20,0.0,0.0
946,131.0,1.0,0.0,2023-01-20,0.0,0.0
947,132.0,1.0,0.0,2023-01-20,0.0,0.0
948,132.5,1.0,0.0,2023-01-20,0.0,0.0
949,133.0,0.7723569732233283,0.213668124710003,2023-01-20,0.0036127460699758958,0.0027903296196310576
950,134.0,0.7786478668988726,0.23558988065714592,2023-01-20,0.003983403779227105,0.0031016688556920924
951,135.0,1.0,0.0,2023-01-20,0.0,0.0
952,136.0,1.0,0.0,2023-01-20,0.0,0.0
953,137.0,1.0,0.0,2023-01-20,0.0,0.0
954,137.5,1.0,0.0,2023-01-20,0.0,0.0
955,138.0,0.7823578499578795,0.27268823687538774,2023-01-20,0.0046106706718060725,0.003607194393658051
956,139.0,0.8745883844437553,0.4624723897604432,2023-01-20,0.007819581469379474,0.00683891512433092
957,140.0,1.0,0.0,2023-01-20,0.0,0.0
958,141.0,0.7806038940995194,0.2903176210286845,2023-01-20,0.0049087520463787235,0.0038317909625722162
959,143.0,0.8040735866950247,0.34887783621615714,2023-01-20,0.005898900612350483,0.004743150172930131
960,144.0,0.806621680819986,0.360221961671322,2023-01-20,0.0060907094968581,0.004912898331741932
961,145.0,1.0,0.0,2023-01-20,0.0,0.0
962,146.0,0.8182668021845818,0.39502083300000346,2023-01-20,0.006679096210144985,0.005465282697358497
963,150.0,1.0,0.0,2023-01-20,0.0,0.0
964,155.0,1.0,0.0,2023-01-20,0.0,0.0
965,160.0,1.0,0.0,2023-01-20,0.0,0.0
966,165.0,1.7165113987506855e-05,0.0,2023-01-20,0.0,0.0
967,170.0,0.00011350202209496721,0.0,2023-01-20,0.0,0.0
968,175.0,0.0008895112507091737,0.0,2023-01-20,0.0,0.0
969,180.0,6.011302875117546e-06,0.0,2023-01-20,0.0,0.0
970,185.0,0.0027043051257425463,0.0,2023-01-20,0.0,0.0
971,190.0,0.0003696255112802992,0.0,2023-01-20,0.0,0.0
972,195.0,3.872639225430275e-05,0.0,2023-01-20,0.0,0.0
973,200.0,3.1646352091594365e-06,0.0,2023-01-20,0.0,0.0
974,205.0,2.0515417236619813e-07,0.0,2023-01-20,0.0,0.0
975,210.0,0.002831497961518744,0.0,2023-01-20,0.0,0.0
976,215.0,0.001229587618807898,0.0,2023-01-20,0.0,0.0
977,220.0,0.0005118285179662501,0.0,2023-01-20,0.0,0.0
978,225.0,0.00020479939580943742,0.0,2023-01-20,0.0,0.0
979,230.0,7.898096498802476e-05,0.0,2023-01-20,0.0,0.0
980,235.0,2.9429875881263513e-05,0.0,2023-01-20,0.0,0.0
981,240.0,1.0620444867754568e-05,0.0,2023-01-20,0.0,0.0
982,245.0,3.719948829238363e-06,0.0,2023-01-20,0.0,0.0
983,250.0,1.267247518482846e-06,0.0,2023-01-20,0.0,0.0
984,255.0,4.206764750738607e-07,0.0,2023-01-20,0.0,0.0
985,260.0,1.3632471519535076e-07,0.0,2023-01-20,0.0,0.0
986,265.0,4.319828846413562e-08,0.0,2023-01-20,0.0,0.0
987,270.0,0.0033306757144779906,0.0,2023-01-20,0.0,0.0
988,275.0,0.0024363031096508126,0.0,2023-01-20,0.0,0.0
989,60.0,1.0,0.0,2024-01-19,0.0,0.0
990,65.0,1.0,0.0,2024-01-19,0.0,0.0
991,70.0,1.0,0.0,2024-01-19,0.0,0.0
992,75.0,1.0,0.0,2024-01-19,0.0,0.0
993,80.0,1.0,0.0,2024-01-19,0.0,0.0
994,85.0,1.0,0.0,2024-01-19,0.0,0.0
995,90.0,1.0,0.0,2024-01-19,0.0,0.0
996,95.0,1.0,0.0,2024-01-19,0.0,0.0
997,100.0,1.0,0.0,2024-01-19,0.0,0.0
998,105.0,1.0,0.0,2024-01-19,0.0,0.0
999,110.0,1.0,0.0,2024-01-19,0.0,0.0
1000,115.0,1.0,0.0,2024-01-19,0.0,0.0
1001,120.0,1.0,0.0,2024-01-19,0.0,0.0
1002,125.0,1.0,0.0,2024-01-19,0.0,0.0
1003,130.0,1.0,0.0,2024-01-19,0.0,0.0
1004,135.0,1.0,0.0,2024-01-19,0.0,0.0
1005,137.0,1.0,0.0,2024-01-19,0.0,0.0
1006,138.0,1.0,0.0,2024-01-19,0.0,0.0
1007,139.0,1.0,0.0,2024-01-19,0.0,0.0
1008,140.0,1.0,0.0,2024-01-19,0.0,0.0
1009,141.0,0.7853378057486822,0.2992089626016516,2024-01-19,0.0026921114887038062,0.0021142169293694654
1010,142.0,1.0,0.0,2024-01-19,0.0,0.0
1011,143.0,1.0,0.0,2024-01-19,0.0,0.0
1012,144.0,0.7741671713801087,0.29844246763846477,2024-01-19,0.0026852150044591946,0.002078805304549601
1013,145.0,1.0,0.0,2024-01-19,0.0,0.0
1014,146.0,1.0,0.0,2024-01-19,0.0,0.0
1015,147.0,1.0,0.0,2024-01-19,0.0,0.0
1016,148.0,1.0,0.0,2024-01-19,0.0,0.0
1017,149.0,1.0,0.0,2024-01-19,0.0,0.0
1018,150.0,1.0,0.0,2024-01-19,0.0,0.0
1019,152.0,1.0,0.0,2024-01-19,0.0,0.0
1020,155.0,1.0,0.0,2024-01-19,0.0,0.0
1021,156.0,0.7532991099316935,0.3428991755033,2024-01-19,0.003085211090646658,0.002324086768535517
1022,157.0,1.0,0.0,2024-01-19,0.0,0.0
1023,158.0,1.0,0.0,2024-01-19,0.0,0.0
1024,159.0,1.0,0.0,2024-01-19,0.0,0.0
1025,160.0,1.0,0.0,2024-01-19,0.0,0.0
1026,161.0,1.0,0.0,2024-01-19,0.0,0.0
1027,162.0,1.0,0.0,2024-01-19,0.0,0.0
1028,163.0,1.0,0.0,2024-01-19,0.0,0.0
1029,164.0,5.209464188063228e-09,0.0,2024-01-19,0.0,0.0
1030,165.0,0.0012594567886613922,0.0,2024-01-19,0.0,0.0
1031,166.0,2.3067623384273777e-06,0.0,2024-01-19,0.0,0.0
1032,170.0,0.0036168374356453045,0.0,2024-01-19,0.0,0.0
1033,175.0,2.500397104490908e-06,0.0,2024-01-19,0.0,0.0
1034,180.0,0.000721703084049469,0.0,2024-01-19,0.0,0.0
1035,185.0,2.3072019665462376e-05,0.0,2024-01-19,0.0,0.0
1036,190.0,3.922874807787944e-07,0.0,2024-01-19,0.0,0.0
1037,195.0,0.0020616590919987103,0.0,2024-01-19,0.0,0.0
1038,200.0,0.0005204810716702799,0.0,2024-01-19,0.0,0.0
1039,205.0,0.0001167451301865187,0.0,2024-01-19,0.0,0.0
1040,210.0,2.3448826356573297e-05,0.0,2024-01-19,0.0,0.0
1041,215.0,4.249181415813703e-06,0.0,2024-01-19,0.0,0.0
1042,220.0,6.996310212571974e-07,0.0,2024-01-19,0.0,0.0
1043,225.0,1.0536702467028336e-07,0.0,2024-01-19,0.0,0.0
1044,230.0,0.0031930789736593734,0.0,2024-01-19,0.0,0.0
1045,240.0,0.0010614712820293604,0.0,2024-01-19,0.0,0.0
1046,245.0,0.0005982429842648121,0.0,2024-01-19,0.0,0.0
1047,250.0,0.00033254127920229946,0.0,2024-01-19,0.0,0.0
1048,260.0,9.894062151673632e-05,0.0,2024-01-19,0.0,0.0
1049,270.0,2.8147981052304756e-05,0.0,2024-01-19,0.0,0.0
